pattern_transaction_occurrence_id,aml_pattern_id,transaction_id,pattern_transaction_sequence
PATTERN_TXN_1194,AML_PATTERN_0142,TXN_02248686,10
PATTERN_TXN_1195,AML_PATTERN_0142,TXN_02248687,11
PATTERN_TXN_1196,AML_PATTERN_0142,TXN_02248689,12
PATTERN_TXN_1197,AML_PATTERN_0142,TXN_02248691,13
PATTERN_TXN_1198,AML_PATTERN_0142,TXN_02248693,14
PATTERN_TXN_1199,AML_PATTERN_0142,TXN_02248694,15
PATTERN_TXN_1200,AML_PATTERN_0142,TXN_02248696,16
PATTERN_TXN_1201,AML_PATTERN_0142,TXN_02248698,17
PATTERN_TXN_1202,AML_PATTERN_0142,TXN_02248700,18
PATTERN_TXN_1203,AML_PATTERN_0142,TXN_02248702,19
PATTERN_TXN_1204,AML_PATTERN_0142,TXN_02248704,20
PATTERN_TXN_1205,AML_PATTERN_0142,TXN_02248706,21
PATTERN_TXN_1206,AML_PATTERN_0142,TXN_02248708,22
PATTERN_TXN_1207,AML_PATTERN_0142,TXN_02248710,23
PATTERN_TXN_1208,AML_PATTERN_0142,TXN_02248712,24
PATTERN_TXN_1209,AML_PATTERN_0142,TXN_02248714,25
PATTERN_TXN_1210,AML_PATTERN_0142,TXN_02248717,26
PATTERN_TXN_1211,AML_PATTERN_0142,TXN_02248719,27
PATTERN_TXN_1212,AML_PATTERN_0142,TXN_02248721,28
PATTERN_TXN_1213,AML_PATTERN_0143,TXN_02252770,1
PATTERN_TXN_1214,AML_PATTERN_0143,TXN_02252771,2
PATTERN_TXN_1215,AML_PATTERN_0144,TXN_02273017,1
PATTERN_TXN_1216,AML_PATTERN_0144,TXN_02273019,2
PATTERN_TXN_1217,AML_PATTERN_0144,TXN_02273021,3
PATTERN_TXN_1218,AML_PATTERN_0144,TXN_02273024,4
PATTERN_TXN_1219,AML_PATTERN_0144,TXN_02273026,5
PATTERN_TXN_1220,AML_PATTERN_0144,TXN_02273028,6
PATTERN_TXN_1221,AML_PATTERN_0144,TXN_02273030,7
PATTERN_TXN_1222,AML_PATTERN_0144,TXN_02273033,8
PATTERN_TXN_1223,AML_PATTERN_0144,TXN_02273035,9
PATTERN_TXN_1224,AML_PATTERN_0144,TXN_02273036,10
PATTERN_TXN_1225,AML_PATTERN_0144,TXN_02273038,11
PATTERN_TXN_1226,AML_PATTERN_0144,TXN_02273040,12
PATTERN_TXN_1227,AML_PATTERN_0144,TXN_02273042,13
PATTERN_TXN_1228,AML_PATTERN_0144,TXN_02273043,14
PATTERN_TXN_1229,AML_PATTERN_0144,TXN_02273045,15
PATTERN_TXN_1230,AML_PATTERN_0144,TXN_02273047,16
PATTERN_TXN_1231,AML_PATTERN_0144,TXN_02273049,17
PATTERN_TXN_1232,AML_PATTERN_0144,TXN_02273052,18
PATTERN_TXN_1233,AML_PATTERN_0144,TXN_02273054,19
PATTERN_TXN_1234,AML_PATTERN_0144,TXN_02273057,20
PATTERN_TXN_1235,AML_PATTERN_0144,TXN_02273059,21
PATTERN_TXN_1236,AML_PATTERN_0144,TXN_02273060,22
PATTERN_TXN_1237,AML_PATTERN_0144,TXN_02273062,23
PATTERN_TXN_1238,AML_PATTERN_0144,TXN_02273064,24
PATTERN_TXN_1239,AML_PATTERN_0144,TXN_02273066,25
PATTERN_TXN_1240,AML_PATTERN_0144,TXN_02273067,26
PATTERN_TXN_1241,AML_PATTERN_0145,TXN_02277132,1
PATTERN_TXN_1242,AML_PATTERN_0145,TXN_02277133,2
PATTERN_TXN_1243,AML_PATTERN_0146,TXN_02278944,1
PATTERN_TXN_1244,AML_PATTERN_0146,TXN_02278945,2
PATTERN_TXN_1245,AML_PATTERN_0146,TXN_02278946,3
PATTERN_TXN_1246,AML_PATTERN_0146,TXN_02278948,4
PATTERN_TXN_1247,AML_PATTERN_0146,TXN_02278949,5
PATTERN_TXN_1248,AML_PATTERN_0146,TXN_02278951,6
PATTERN_TXN_1249,AML_PATTERN_0146,TXN_02278952,7
PATTERN_TXN_1250,AML_PATTERN_0146,TXN_02278953,8
PATTERN_TXN_1251,AML_PATTERN_0146,TXN_02278955,9
PATTERN_TXN_1252,AML_PATTERN_0146,TXN_02278956,10
PATTERN_TXN_1253,AML_PATTERN_0146,TXN_02278958,11
PATTERN_TXN_1254,AML_PATTERN_0146,TXN_02278960,12
PATTERN_TXN_1255,AML_PATTERN_0146,TXN_02278962,13
PATTERN_TXN_1256,AML_PATTERN_0146,TXN_02278963,14
PATTERN_TXN_1257,AML_PATTERN_0146,TXN_02278965,15
PATTERN_TXN_1258,AML_PATTERN_0146,TXN_02278966,16
PATTERN_TXN_1259,AML_PATTERN_0147,TXN_02285028,1
PATTERN_TXN_1260,AML_PATTERN_0147,TXN_02285029,2
PATTERN_TXN_1261,AML_PATTERN_0147,TXN_02285031,3
PATTERN_TXN_1262,AML_PATTERN_0147,TXN_02285032,4
PATTERN_TXN_1263,AML_PATTERN_0147,TXN_02285034,5
PATTERN_TXN_1264,AML_PATTERN_0147,TXN_02285035,6
PATTERN_TXN_1265,AML_PATTERN_0147,TXN_02285037,7
PATTERN_TXN_1266,AML_PATTERN_0147,TXN_02285038,8
PATTERN_TXN_1267,AML_PATTERN_0147,TXN_02285040,9
PATTERN_TXN_1268,AML_PATTERN_0147,TXN_02285042,10
PATTERN_TXN_1269,AML_PATTERN_0147,TXN_02285043,11
PATTERN_TXN_1270,AML_PATTERN_0147,TXN_02285044,12
PATTERN_TXN_1271,AML_PATTERN_0147,TXN_02285045,13
PATTERN_TXN_1272,AML_PATTERN_0148,TXN_02313400,1
PATTERN_TXN_1273,AML_PATTERN_0148,TXN_02313402,2
PATTERN_TXN_1274,AML_PATTERN_0148,TXN_02313404,3
PATTERN_TXN_1275,AML_PATTERN_0148,TXN_02313405,4
PATTERN_TXN_1276,AML_PATTERN_0148,TXN_02313407,5
PATTERN_TXN_1277,AML_PATTERN_0148,TXN_02313408,6
PATTERN_TXN_1278,AML_PATTERN_0148,TXN_02313409,7
PATTERN_TXN_1279,AML_PATTERN_0148,TXN_02313411,8
PATTERN_TXN_1280,AML_PATTERN_0148,TXN_02313412,9
PATTERN_TXN_1281,AML_PATTERN_0148,TXN_02313414,10
PATTERN_TXN_1282,AML_PATTERN_0148,TXN_02313415,11
PATTERN_TXN_1283,AML_PATTERN_0148,TXN_02313417,12
PATTERN_TXN_1284,AML_PATTERN_0148,TXN_02313418,13
PATTERN_TXN_1285,AML_PATTERN_0148,TXN_02313419,14
PATTERN_TXN_1286,AML_PATTERN_0148,TXN_02313422,15
PATTERN_TXN_1287,AML_PATTERN_0148,TXN_02313423,16
PATTERN_TXN_1288,AML_PATTERN_0148,TXN_02313425,17
PATTERN_TXN_1289,AML_PATTERN_0148,TXN_02313426,18
PATTERN_TXN_1290,AML_PATTERN_0148,TXN_02313428,19
PATTERN_TXN_1291,AML_PATTERN_0148,TXN_02313429,20
PATTERN_TXN_1292,AML_PATTERN_0148,TXN_02313431,21
PATTERN_TXN_1293,AML_PATTERN_0148,TXN_02313433,22
PATTERN_TXN_1294,AML_PATTERN_0148,TXN_02313435,23
PATTERN_TXN_1295,AML_PATTERN_0148,TXN_02313437,24
PATTERN_TXN_1296,AML_PATTERN_0148,TXN_02313438,25
PATTERN_TXN_1297,AML_PATTERN_0148,TXN_02313440,26
PATTERN_TXN_1298,AML_PATTERN_0148,TXN_02313442,27
PATTERN_TXN_1299,AML_PATTERN_0149,TXN_02319237,1
PATTERN_TXN_1300,AML_PATTERN_0149,TXN_02319239,2
PATTERN_TXN_1301,AML_PATTERN_0149,TXN_02319241,3
PATTERN_TXN_1302,AML_PATTERN_0149,TXN_02319243,4
PATTERN_TXN_1303,AML_PATTERN_0149,TXN_02319244,5
PATTERN_TXN_1304,AML_PATTERN_0149,TXN_02319246,6
PATTERN_TXN_1305,AML_PATTERN_0149,TXN_02319247,7
PATTERN_TXN_1306,AML_PATTERN_0149,TXN_02319249,8
PATTERN_TXN_1307,AML_PATTERN_0149,TXN_02319251,9
PATTERN_TXN_1308,AML_PATTERN_0149,TXN_02319253,10
PATTERN_TXN_1309,AML_PATTERN_0149,TXN_02319255,11
PATTERN_TXN_1310,AML_PATTERN_0149,TXN_02319257,12
PATTERN_TXN_1311,AML_PATTERN_0149,TXN_02319259,13
PATTERN_TXN_1312,AML_PATTERN_0149,TXN_02319260,14
PATTERN_TXN_1313,AML_PATTERN_0150,TXN_02332833,1
PATTERN_TXN_1314,AML_PATTERN_0150,TXN_02332835,2
PATTERN_TXN_1315,AML_PATTERN_0150,TXN_02332836,3
PATTERN_TXN_1316,AML_PATTERN_0150,TXN_02332838,4
PATTERN_TXN_1317,AML_PATTERN_0150,TXN_02332840,5
PATTERN_TXN_1318,AML_PATTERN_0150,TXN_02332841,6
PATTERN_TXN_1319,AML_PATTERN_0150,TXN_02332842,7
PATTERN_TXN_1320,AML_PATTERN_0150,TXN_02332845,8
PATTERN_TXN_1321,AML_PATTERN_0150,TXN_02332847,9
PATTERN_TXN_1322,AML_PATTERN_0150,TXN_02332850,10
PATTERN_TXN_1323,AML_PATTERN_0150,TXN_02332852,11
PATTERN_TXN_1324,AML_PATTERN_0150,TXN_02332853,12
PATTERN_TXN_1325,AML_PATTERN_0150,TXN_02332854,13
PATTERN_TXN_1326,AML_PATTERN_0150,TXN_02332856,14
PATTERN_TXN_1327,AML_PATTERN_0150,TXN_02332857,15
PATTERN_TXN_1328,AML_PATTERN_0150,TXN_02332859,16
PATTERN_TXN_1329,AML_PATTERN_0150,TXN_02332860,17
PATTERN_TXN_1330,AML_PATTERN_0150,TXN_02332862,18
PATTERN_TXN_1331,AML_PATTERN_0150,TXN_02332864,19
PATTERN_TXN_1332,AML_PATTERN_0150,TXN_02332865,20
PATTERN_TXN_1333,AML_PATTERN_0150,TXN_02332866,21
PATTERN_TXN_1334,AML_PATTERN_0150,TXN_02332868,22
PATTERN_TXN_1335,AML_PATTERN_0150,TXN_02332870,23
PATTERN_TXN_1336,AML_PATTERN_0150,TXN_02332871,24
PATTERN_TXN_1337,AML_PATTERN_0150,TXN_02332873,25
PATTERN_TXN_1338,AML_PATTERN_0150,TXN_02332875,26
PATTERN_TXN_1339,AML_PATTERN_0151,TXN_02348496,1
PATTERN_TXN_1340,AML_PATTERN_0151,TXN_02348498,2
PATTERN_TXN_1341,AML_PATTERN_0151,TXN_02348500,3
PATTERN_TXN_1342,AML_PATTERN_0151,TXN_02348502,4
PATTERN_TXN_1343,AML_PATTERN_0151,TXN_02348504,5
PATTERN_TXN_1344,AML_PATTERN_0151,TXN_02348506,6
PATTERN_TXN_1345,AML_PATTERN_0151,TXN_02348508,7
PATTERN_TXN_1346,AML_PATTERN_0151,TXN_02348509,8
PATTERN_TXN_1347,AML_PATTERN_0151,TXN_02348511,9
PATTERN_TXN_1348,AML_PATTERN_0151,TXN_02348513,10
PATTERN_TXN_1349,AML_PATTERN_0151,TXN_02348515,11
PATTERN_TXN_1350,AML_PATTERN_0151,TXN_02348517,12
PATTERN_TXN_1351,AML_PATTERN_0152,TXN_02358558,1
PATTERN_TXN_1352,AML_PATTERN_0152,TXN_02358560,2
PATTERN_TXN_1353,AML_PATTERN_0152,TXN_02358562,3
PATTERN_TXN_1354,AML_PATTERN_0152,TXN_02358563,4
PATTERN_TXN_1355,AML_PATTERN_0152,TXN_02358565,5
PATTERN_TXN_1356,AML_PATTERN_0152,TXN_02358567,6
PATTERN_TXN_1357,AML_PATTERN_0152,TXN_02358568,7
PATTERN_TXN_1358,AML_PATTERN_0152,TXN_02358570,8
PATTERN_TXN_1359,AML_PATTERN_0152,TXN_02358572,9
PATTERN_TXN_1360,AML_PATTERN_0152,TXN_02358574,10
PATTERN_TXN_1361,AML_PATTERN_0152,TXN_02358575,11
PATTERN_TXN_1362,AML_PATTERN_0152,TXN_02358577,12
PATTERN_TXN_1363,AML_PATTERN_0152,TXN_02358579,13
PATTERN_TXN_1364,AML_PATTERN_0152,TXN_02358580,14
PATTERN_TXN_1365,AML_PATTERN_0152,TXN_02358582,15
PATTERN_TXN_1366,AML_PATTERN_0152,TXN_02358584,16
PATTERN_TXN_1367,AML_PATTERN_0153,TXN_02358598,1
PATTERN_TXN_1368,AML_PATTERN_0153,TXN_02358601,2
PATTERN_TXN_1369,AML_PATTERN_0153,TXN_02358604,3
PATTERN_TXN_1370,AML_PATTERN_0153,TXN_02358607,4
PATTERN_TXN_1371,AML_PATTERN_0153,TXN_02358610,5
PATTERN_TXN_1372,AML_PATTERN_0153,TXN_02358612,6
PATTERN_TXN_1373,AML_PATTERN_0153,TXN_02358614,7
PATTERN_TXN_1374,AML_PATTERN_0153,TXN_02358617,8
PATTERN_TXN_1375,AML_PATTERN_0153,TXN_02358618,9
PATTERN_TXN_1376,AML_PATTERN_0153,TXN_02358620,10
PATTERN_TXN_1377,AML_PATTERN_0154,TXN_02372761,1
PATTERN_TXN_1378,AML_PATTERN_0154,TXN_02372762,2
PATTERN_TXN_1379,AML_PATTERN_0155,TXN_02387547,1
PATTERN_TXN_1380,AML_PATTERN_0155,TXN_02387548,2
PATTERN_TXN_1381,AML_PATTERN_0155,TXN_02387551,3
PATTERN_TXN_1382,AML_PATTERN_0155,TXN_02387553,4
PATTERN_TXN_1383,AML_PATTERN_0156,TXN_02387720,1
PATTERN_TXN_1384,AML_PATTERN_0156,TXN_02387722,2
PATTERN_TXN_1385,AML_PATTERN_0156,TXN_02387724,3
PATTERN_TXN_1386,AML_PATTERN_0156,TXN_02387726,4
PATTERN_TXN_1387,AML_PATTERN_0156,TXN_02387728,5
PATTERN_TXN_1388,AML_PATTERN_0156,TXN_02387730,6
PATTERN_TXN_1389,AML_PATTERN_0156,TXN_02387732,7
PATTERN_TXN_1390,AML_PATTERN_0156,TXN_02387734,8
PATTERN_TXN_1391,AML_PATTERN_0156,TXN_02387736,9
PATTERN_TXN_1392,AML_PATTERN_0156,TXN_02387738,10
PATTERN_TXN_1393,AML_PATTERN_0156,TXN_02387740,11
PATTERN_TXN_1394,AML_PATTERN_0156,TXN_02387742,12
PATTERN_TXN_1395,AML_PATTERN_0156,TXN_02387744,13
PATTERN_TXN_1396,AML_PATTERN_0156,TXN_02387746,14
PATTERN_TXN_1397,AML_PATTERN_0156,TXN_02387748,15
PATTERN_TXN_1398,AML_PATTERN_0156,TXN_02387750,16
PATTERN_TXN_1399,AML_PATTERN_0156,TXN_02387752,17
PATTERN_TXN_1400,AML_PATTERN_0157,TXN_02392195,1
PATTERN_TXN_1401,AML_PATTERN_0157,TXN_02392196,2
PATTERN_TXN_1402,AML_PATTERN_0158,TXN_02397602,1
PATTERN_TXN_1403,AML_PATTERN_0158,TXN_02397604,2
PATTERN_TXN_1404,AML_PATTERN_0159,TXN_02426928,1
PATTERN_TXN_1405,AML_PATTERN_0159,TXN_02426929,2
PATTERN_TXN_1406,AML_PATTERN_0160,TXN_02431395,1
PATTERN_TXN_1407,AML_PATTERN_0160,TXN_02431397,2
PATTERN_TXN_1408,AML_PATTERN_0161,TXN_02456051,1
PATTERN_TXN_1409,AML_PATTERN_0162,TXN_02456053,1
PATTERN_TXN_1410,AML_PATTERN_0162,TXN_02456055,2
PATTERN_TXN_1411,AML_PATTERN_0163,TXN_02456076,1
PATTERN_TXN_1412,AML_PATTERN_0163,TXN_02456077,2
PATTERN_TXN_1413,AML_PATTERN_0163,TXN_02456079,3
PATTERN_TXN_1414,AML_PATTERN_0163,TXN_02456081,4
PATTERN_TXN_1415,AML_PATTERN_0163,TXN_02456083,5
PATTERN_TXN_1416,AML_PATTERN_0163,TXN_02456085,6
PATTERN_TXN_1417,AML_PATTERN_0163,TXN_02456086,7
PATTERN_TXN_1418,AML_PATTERN_0163,TXN_02456088,8
PATTERN_TXN_1419,AML_PATTERN_0163,TXN_02456090,9
PATTERN_TXN_1420,AML_PATTERN_0163,TXN_02456092,10
PATTERN_TXN_1421,AML_PATTERN_0163,TXN_02456094,11
PATTERN_TXN_1422,AML_PATTERN_0163,TXN_02456096,12
PATTERN_TXN_1423,AML_PATTERN_0163,TXN_02456098,13
PATTERN_TXN_1424,AML_PATTERN_0163,TXN_02456100,14
PATTERN_TXN_1425,AML_PATTERN_0163,TXN_02456101,15
PATTERN_TXN_1426,AML_PATTERN_0164,TXN_02485809,1
PATTERN_TXN_1427,AML_PATTERN_0164,TXN_02485810,2
PATTERN_TXN_1428,AML_PATTERN_0164,TXN_02485812,3
PATTERN_TXN_1429,AML_PATTERN_0164,TXN_02485815,4
PATTERN_TXN_1430,AML_PATTERN_0164,TXN_02485818,5
PATTERN_TXN_1431,AML_PATTERN_0164,TXN_02485820,6
PATTERN_TXN_1432,AML_PATTERN_0164,TXN_02485822,7
PATTERN_TXN_1433,AML_PATTERN_0165,TXN_02538969,1
PATTERN_TXN_1434,AML_PATTERN_0165,TXN_02538970,2
PATTERN_TXN_1435,AML_PATTERN_0166,TXN_02544268,1
PATTERN_TXN_1436,AML_PATTERN_0167,TXN_02548021,1
PATTERN_TXN_1437,AML_PATTERN_0167,TXN_02548023,2
PATTERN_TXN_1438,AML_PATTERN_0167,TXN_02548024,3
PATTERN_TXN_1439,AML_PATTERN_0168,TXN_02563616,1
PATTERN_TXN_1440,AML_PATTERN_0168,TXN_02563618,2
PATTERN_TXN_1441,AML_PATTERN_0168,TXN_02563619,3
PATTERN_TXN_1442,AML_PATTERN_0169,TXN_02611978,1
PATTERN_TXN_1443,AML_PATTERN_0169,TXN_02611980,2
PATTERN_TXN_1444,AML_PATTERN_0169,TXN_02611981,3
PATTERN_TXN_1445,AML_PATTERN_0169,TXN_02611982,4
PATTERN_TXN_1446,AML_PATTERN_0169,TXN_02611984,5
PATTERN_TXN_1447,AML_PATTERN_0169,TXN_02611986,6
PATTERN_TXN_1448,AML_PATTERN_0169,TXN_02611988,7
PATTERN_TXN_1449,AML_PATTERN_0169,TXN_02611990,8
PATTERN_TXN_1450,AML_PATTERN_0169,TXN_02611991,9
PATTERN_TXN_1451,AML_PATTERN_0169,TXN_02611993,10
PATTERN_TXN_1452,AML_PATTERN_0169,TXN_02611994,11
PATTERN_TXN_1453,AML_PATTERN_0169,TXN_02611996,12
PATTERN_TXN_1454,AML_PATTERN_0169,TXN_02611998,13
PATTERN_TXN_1455,AML_PATTERN_0169,TXN_02612000,14
PATTERN_TXN_1456,AML_PATTERN_0170,TXN_02612146,1
PATTERN_TXN_1457,AML_PATTERN_0170,TXN_02612148,2
PATTERN_TXN_1458,AML_PATTERN_0170,TXN_02612150,3
PATTERN_TXN_1459,AML_PATTERN_0170,TXN_02612151,4
PATTERN_TXN_1460,AML_PATTERN_0170,TXN_02612153,5
PATTERN_TXN_1461,AML_PATTERN_0170,TXN_02612156,6
PATTERN_TXN_1462,AML_PATTERN_0170,TXN_02612158,7
PATTERN_TXN_1463,AML_PATTERN_0170,TXN_02612160,8
PATTERN_TXN_1464,AML_PATTERN_0170,TXN_02612162,9
PATTERN_TXN_1465,AML_PATTERN_0170,TXN_02612164,10
PATTERN_TXN_1466,AML_PATTERN_0170,TXN_02612166,11
PATTERN_TXN_1467,AML_PATTERN_0170,TXN_02612168,12
PATTERN_TXN_1468,AML_PATTERN_0170,TXN_02612170,13
PATTERN_TXN_1469,AML_PATTERN_0170,TXN_02612171,14
PATTERN_TXN_1470,AML_PATTERN_0170,TXN_02612173,15
PATTERN_TXN_1471,AML_PATTERN_0170,TXN_02612176,16
PATTERN_TXN_1472,AML_PATTERN_0170,TXN_02612178,17
PATTERN_TXN_1473,AML_PATTERN_0170,TXN_02612179,18
PATTERN_TXN_1474,AML_PATTERN_0170,TXN_02612181,19
PATTERN_TXN_1475,AML_PATTERN_0170,TXN_02612183,20
PATTERN_TXN_1476,AML_PATTERN_0170,TXN_02612185,21
PATTERN_TXN_1477,AML_PATTERN_0170,TXN_02612187,22
PATTERN_TXN_1478,AML_PATTERN_0170,TXN_02612189,23
PATTERN_TXN_1479,AML_PATTERN_0170,TXN_02612191,24
PATTERN_TXN_1480,AML_PATTERN_0171,TXN_02616581,1
PATTERN_TXN_1481,AML_PATTERN_0171,TXN_02616582,2
PATTERN_TXN_1482,AML_PATTERN_0172,TXN_02621963,1
PATTERN_TXN_1483,AML_PATTERN_0172,TXN_02621965,2
PATTERN_TXN_1484,AML_PATTERN_0172,TXN_02621967,3
PATTERN_TXN_1485,AML_PATTERN_0173,TXN_02631777,1
PATTERN_TXN_1486,AML_PATTERN_0173,TXN_02631778,2
PATTERN_TXN_1487,AML_PATTERN_0173,TXN_02631779,3
PATTERN_TXN_1488,AML_PATTERN_0173,TXN_02631780,4
PATTERN_TXN_1489,AML_PATTERN_0173,TXN_02631781,5
PATTERN_TXN_1490,AML_PATTERN_0173,TXN_02631782,6
PATTERN_TXN_1491,AML_PATTERN_0173,TXN_02631783,7
PATTERN_TXN_1492,AML_PATTERN_0174,TXN_02641328,1
PATTERN_TXN_1493,AML_PATTERN_0174,TXN_02641331,2
PATTERN_TXN_1494,AML_PATTERN_0174,TXN_02641333,3
PATTERN_TXN_1495,AML_PATTERN_0174,TXN_02641334,4
PATTERN_TXN_1496,AML_PATTERN_0175,TXN_02645712,1
PATTERN_TXN_1497,AML_PATTERN_0175,TXN_02645713,2
PATTERN_TXN_1498,AML_PATTERN_0176,TXN_02651074,1
PATTERN_TXN_1499,AML_PATTERN_0176,TXN_02651076,2
PATTERN_TXN_1500,AML_PATTERN_0176,TXN_02651077,3
PATTERN_TXN_1501,AML_PATTERN_0176,TXN_02651079,4
PATTERN_TXN_1502,AML_PATTERN_0176,TXN_02651081,5
PATTERN_TXN_1503,AML_PATTERN_0176,TXN_02651083,6
PATTERN_TXN_1504,AML_PATTERN_0176,TXN_02651085,7
PATTERN_TXN_1505,AML_PATTERN_0176,TXN_02651087,8
PATTERN_TXN_1506,AML_PATTERN_0176,TXN_02651088,9
PATTERN_TXN_1507,AML_PATTERN_0176,TXN_02651090,10
PATTERN_TXN_1508,AML_PATTERN_0176,TXN_02651092,11
PATTERN_TXN_1509,AML_PATTERN_0176,TXN_02651095,12
PATTERN_TXN_1510,AML_PATTERN_0176,TXN_02651097,13
PATTERN_TXN_1511,AML_PATTERN_0176,TXN_02651099,14
PATTERN_TXN_1512,AML_PATTERN_0176,TXN_02651101,15
PATTERN_TXN_1513,AML_PATTERN_0176,TXN_02651103,16
PATTERN_TXN_1514,AML_PATTERN_0176,TXN_02651105,17
PATTERN_TXN_1515,AML_PATTERN_0176,TXN_02651107,18
PATTERN_TXN_1516,AML_PATTERN_0176,TXN_02651108,19
PATTERN_TXN_1517,AML_PATTERN_0176,TXN_02651111,20
PATTERN_TXN_1518,AML_PATTERN_0176,TXN_02651113,21
PATTERN_TXN_1519,AML_PATTERN_0176,TXN_02651116,22
PATTERN_TXN_1520,AML_PATTERN_0176,TXN_02651117,23
PATTERN_TXN_1521,AML_PATTERN_0176,TXN_02651118,24
PATTERN_TXN_1522,AML_PATTERN_0176,TXN_02651119,25
PATTERN_TXN_1523,AML_PATTERN_0176,TXN_02651121,26
PATTERN_TXN_1524,AML_PATTERN_0177,TXN_02655542,1
PATTERN_TXN_1525,AML_PATTERN_0177,TXN_02655543,2
PATTERN_TXN_1526,AML_PATTERN_0177,TXN_02655544,3
PATTERN_TXN_1527,AML_PATTERN_0177,TXN_02655545,4
PATTERN_TXN_1528,AML_PATTERN_0177,TXN_02655547,5
PATTERN_TXN_1529,AML_PATTERN_0177,TXN_02655549,6
PATTERN_TXN_1530,AML_PATTERN_0177,TXN_02655551,7
PATTERN_TXN_1531,AML_PATTERN_0177,TXN_02655552,8
PATTERN_TXN_1532,AML_PATTERN_0177,TXN_02655554,9
PATTERN_TXN_1533,AML_PATTERN_0177,TXN_02655556,10
PATTERN_TXN_1534,AML_PATTERN_0177,TXN_02655557,11
PATTERN_TXN_1535,AML_PATTERN_0177,TXN_02655558,12
PATTERN_TXN_1536,AML_PATTERN_0177,TXN_02655560,13
PATTERN_TXN_1537,AML_PATTERN_0177,TXN_02655562,14
PATTERN_TXN_1538,AML_PATTERN_0178,TXN_02670327,1
PATTERN_TXN_1539,AML_PATTERN_0178,TXN_02670328,2
PATTERN_TXN_1540,AML_PATTERN_0178,TXN_02670329,3
PATTERN_TXN_1541,AML_PATTERN_0179,TXN_02689573,1
PATTERN_TXN_1542,AML_PATTERN_0179,TXN_02689574,2
PATTERN_TXN_1543,AML_PATTERN_0179,TXN_02689575,3
PATTERN_TXN_1544,AML_PATTERN_0179,TXN_02689576,4
PATTERN_TXN_1545,AML_PATTERN_0179,TXN_02689577,5
PATTERN_TXN_1546,AML_PATTERN_0179,TXN_02689580,6
PATTERN_TXN_1547,AML_PATTERN_0179,TXN_02689581,7
PATTERN_TXN_1548,AML_PATTERN_0179,TXN_02689583,8
PATTERN_TXN_1549,AML_PATTERN_0180,TXN_02699453,1
PATTERN_TXN_1550,AML_PATTERN_0180,TXN_02699454,2
PATTERN_TXN_1551,AML_PATTERN_0180,TXN_02699455,3
PATTERN_TXN_1552,AML_PATTERN_0180,TXN_02699456,4
PATTERN_TXN_1553,AML_PATTERN_0180,TXN_02699457,5
PATTERN_TXN_1554,AML_PATTERN_0181,TXN_02718743,1
PATTERN_TXN_1555,AML_PATTERN_0181,TXN_02718745,2
PATTERN_TXN_1556,AML_PATTERN_0181,TXN_02718747,3
PATTERN_TXN_1557,AML_PATTERN_0181,TXN_02718748,4
PATTERN_TXN_1558,AML_PATTERN_0181,TXN_02718750,5
PATTERN_TXN_1559,AML_PATTERN_0181,TXN_02718752,6
PATTERN_TXN_1560,AML_PATTERN_0182,TXN_02747666,1
PATTERN_TXN_1561,AML_PATTERN_0182,TXN_02747668,2
PATTERN_TXN_1562,AML_PATTERN_0182,TXN_02747671,3
PATTERN_TXN_1563,AML_PATTERN_0182,TXN_02747673,4
PATTERN_TXN_1564,AML_PATTERN_0182,TXN_02747674,5
PATTERN_TXN_1565,AML_PATTERN_0182,TXN_02747676,6
PATTERN_TXN_1566,AML_PATTERN_0182,TXN_02747678,7
PATTERN_TXN_1567,AML_PATTERN_0182,TXN_02747680,8
PATTERN_TXN_1568,AML_PATTERN_0182,TXN_02747682,9
PATTERN_TXN_1569,AML_PATTERN_0182,TXN_02747684,10
PATTERN_TXN_1570,AML_PATTERN_0183,TXN_02757787,1
PATTERN_TXN_1571,AML_PATTERN_0183,TXN_02757788,2
PATTERN_TXN_1572,AML_PATTERN_0183,TXN_02757789,3
PATTERN_TXN_1573,AML_PATTERN_0183,TXN_02757790,4
PATTERN_TXN_1574,AML_PATTERN_0184,TXN_02762107,1
PATTERN_TXN_1575,AML_PATTERN_0184,TXN_02762108,2
PATTERN_TXN_1576,AML_PATTERN_0184,TXN_02762109,3
PATTERN_TXN_1577,AML_PATTERN_0184,TXN_02762110,4
PATTERN_TXN_1578,AML_PATTERN_0184,TXN_02762111,5
PATTERN_TXN_1579,AML_PATTERN_0184,TXN_02762112,6
PATTERN_TXN_1580,AML_PATTERN_0185,TXN_02821097,1
PATTERN_TXN_1581,AML_PATTERN_0185,TXN_02821098,2
PATTERN_TXN_1582,AML_PATTERN_0185,TXN_02821099,3
PATTERN_TXN_1583,AML_PATTERN_0185,TXN_02821100,4
PATTERN_TXN_1584,AML_PATTERN_0186,TXN_02825508,1
PATTERN_TXN_1585,AML_PATTERN_0186,TXN_02825509,2
PATTERN_TXN_1586,AML_PATTERN_0186,TXN_02825510,3
PATTERN_TXN_1587,AML_PATTERN_0186,TXN_02825511,4
PATTERN_TXN_1588,AML_PATTERN_0186,TXN_02825512,5
PATTERN_TXN_1589,AML_PATTERN_0186,TXN_02825515,6
PATTERN_TXN_1590,AML_PATTERN_0186,TXN_02825516,7
PATTERN_TXN_1591,AML_PATTERN_0186,TXN_02825517,8
